 -68.0916666667  49.3168252915
 -68.0833333333  49.3170145735
 -68.0750000000  49.3172058349
 -68.0666666667  49.3173827064
 -68.0583333333  49.3175650241
 -68.0500000000  49.3177274751
 -68.0416666667  49.3178928412
 -68.0333333333  49.3180460909
 -68.0250000000  49.3182022762
 -68.0166666667  49.3183370153
 -68.0083333333  49.3184685311
 -68.0000000000  49.3185849544
 -67.9916666667  49.3186940071
 -67.9833333333  49.3187791484
 -67.9750000000  49.3188602599
 -67.9666666667  49.3189295620
 -67.9583333333  49.3189979735
 -67.9500000000  49.3190486158
 -67.9416666667  49.3190976456
 -67.9333333333  49.3191365028
 -67.9250000000  49.3191735054
 -67.9166666667  49.3191907652
 -67.9083333333  49.3192014724
 -67.9000000000  49.3191979001
 -67.8916666667  49.3191841637
 -67.8833333333  49.3191467268
 -67.8750000000  49.3191039473
 -67.8666666667  49.3190491127
 -67.8583333333  49.3189926324
 -67.8500000000  49.3189180372
 -67.8416666667  49.3188419580
 -67.8333333333  49.3187549636
 -67.8250000000  49.3186671525
 -67.8166666667  49.3185584233
 -67.8083333333  49.3184451739
 -67.8000000000  49.3183163469
 -67.7916666667  49.3181807047
 -67.7833333333  49.3180197829
 -67.7750000000  49.3178574305
 -67.7666666667  49.3176809116
 -67.7583333333  49.3175088003
 -67.7500000000  49.3173163063
 -67.7416666667  49.3171281337
 -67.7333333333  49.3169258833
 -67.7250000000  49.3167312484
 -67.7225397343  49.3166666667
 -67.7166666667  49.3165050566
 -67.7083333333  49.3162776629
 -67.7000000000  49.3160321767
 -67.6916666667  49.3157849992
 -67.6833333333  49.3155128047
 -67.6750000000  49.3152411789
 -67.6666666667  49.3149564842
 -67.6583333333  49.3146771004
 -67.6500000000  49.3143836876
 -67.6416666667  49.3140915384
 -67.6333333333  49.3137907783
 -67.6250000000  49.3134931102
 -67.6166666667  49.3131847203
 -67.6083333333  49.3128706445
 -67.6000000000  49.3125490402
 -67.5916666667  49.3122166194
 -67.5833333333  49.3118755654
 -67.5750000000  49.3115273600
 -67.5666666667  49.3111770640
 -67.5583333333  49.3108258046
 -67.5500000000  49.3104782296
 -67.5416666667  49.3101228600
 -67.5333333333  49.3097703437
 -67.5250000000  49.3094133320
 -67.5166666667  49.3090637456
 -67.5083333333  49.3086983649
 -67.5000000000  49.3083373358
 -67.4999131621  49.3083333333
 -67.4916666667  49.3079352602
 -67.4833333333  49.3075394402
 -67.4750000000  49.3071295435
 -67.4666666667  49.3067230006
 -67.4583333333  49.3063131630
 -67.4500000000  49.3059121072
 -67.4416666667  49.3055050522
 -67.4333333333  49.3050985724
 -67.4250000000  49.3046930636
 -67.4166666667  49.3042896892
 -67.4083333333  49.3038824725
 -67.4000000000  49.3034728924
 -67.3916666667  49.3030465151
 -67.3833333333  49.3026155909
 -67.3750000000  49.3021897343
 -67.3666666667  49.3017553401
 -67.3583333333  49.3013305006
 -67.3500000000  49.3009006628
 -67.3416666667  49.3004830689
 -67.3333333333  49.3000533239
 -67.3322687098  49.3000000000
 -67.3250000000  49.2996186594
 -67.3166666667  49.2991709292
 -67.3083333333  49.2987321546
 -67.3000000000  49.2982842391
 -67.2916666667  49.2978198489
 -67.2833333333  49.2973477075
 -67.2750000000  49.2968828574
 -67.2666666667  49.2964144518
 -67.2583333333  49.2959491213
 -67.2500000000  49.2954830850
 -67.2416666667  49.2950205550
 -67.2333333333  49.2945622849
 -67.2250000000  49.2941016289
 -67.2166666667  49.2936419342
 -67.2083333333  49.2931765898
 -67.2000000000  49.2927153928
 -67.1916666667  49.2922322171
 -67.1833333333  49.2917511912
 -67.1818951931  49.2916666667
 -67.1750000000  49.2912426939
 -67.1666666667  49.2907435988
 -67.1583333333  49.2902353004
 -67.1500000000  49.2897318820
 -67.1416666667  49.2892272289
 -67.1333333333  49.2887320881
 -67.1250000000  49.2882347052
 -67.1166666667  49.2877343342
 -67.1083333333  49.2872326752
 -67.1000000000  49.2867263518
 -67.0916666667  49.2862147997
 -67.0833333333  49.2856909061
 -67.0750000000  49.2851711918
 -67.0666666667  49.2846464887
 -67.0583333333  49.2841326812
 -67.0500000000  49.2836061612
 -67.0455807000  49.2833333333
 -67.0416666667  49.2830802734
 -67.0333333333  49.2825327953
 -67.0250000000  49.2819988569
 -67.0166666667  49.2814525947
 -67.0083333333  49.2809105396
 -67.0000000000  49.2803581824
 -66.9916666667  49.2798063114
 -66.9833333333  49.2792473401
 -66.9750000000  49.2786861869
 -66.9666666667  49.2781245686
 -66.9583333333  49.2775648408
 -66.9500000000  49.2770121223
 -66.9416666667  49.2764536063
 -66.9333333333  49.2759006719
 -66.9250000000  49.2753431171
 -66.9197527498  49.2750000000
 -66.9166666667  49.2747888327
 -66.9083333333  49.2742022629
 -66.9000000000  49.2736172229
 -66.8916666667  49.2730234116
 -66.8833333333  49.2724354828
 -66.8750000000  49.2718402649
 -66.8666666667  49.2712440128
 -66.8583333333  49.2706509734
 -66.8500000000  49.2700611865
 -66.8416666667  49.2694752631
 -66.8333333333  49.2688829141
 -66.8250000000  49.2682989410
 -66.8166666667  49.2677092018
 -66.8083333333  49.2671284426
 -66.8018961320  49.2666666667
 -66.8000000000  49.2665243511
 -66.7916666667  49.2659069185
 -66.7833333333  49.2652787700
 -66.7750000000  49.2646602129
 -66.7666666667  49.2640338500
 -66.7583333333  49.2634143308
 -66.7500000000  49.2627924711
 -66.7416666667  49.2621759725
 -66.7333333333  49.2615615323
 -66.7250000000  49.2609455379
 -66.7166666667  49.2603302689
 -66.7083333333  49.2597110722
 -66.7000000000  49.2590999908
 -66.6916666667  49.2584765487
 -66.6897445345  49.2583333333
 -66.6833333333  49.2578339169
 -66.6750000000  49.2571770246
 -66.6666666667  49.2565320373
 -66.6583333333  49.2558800861
 -66.6500000000  49.2552283034
 -66.6416666667  49.2545764049
 -66.6333333333  49.2539286611
 -66.6250000000  49.2532823640
 -66.6166666667  49.2526276670
 -66.6083333333  49.2519772746
 -66.6000000000  49.2513217126
