#Date,Time,Latitude,Longitude,Depth(km),Mag,Mag_type,JulDay,BAZ,GCARC

# 2014-04-11 08:16:49.270  -6.8257  155.0053  45.50 6.5  MW 101  96  93.89
# 2014-04-11 07:07:22.810  -6.6064  155.0329  57.80 7.1  MW 101  95  93.84
# 2014-04-11 00:01:43.940 -20.6954  -70.6616  10.40 6.1  MW 101 263 137.38
# 2014-04-10 23:27:45.300  12.4342  -86.3301  12.60 6.1  MW 100 317 134.58
# 2014-04-04 11:40:33.190 -10.4868  161.5607  71.00 6.0  MW  94  97 101.25
# 2014-04-04 01:37:51.480 -20.6075  -70.5337  19.30 6.2  MW  94 263 137.25
# 2014-04-03 05:26:13.640 -20.7493  -70.5408  13.00 6.5  MW  93 263 137.28
# 2014-04-03 02:43:14.260 -20.5887  -70.4905  12.00 7.7  MW  93 263 137.21
# 2014-04-03 01:58:29.400 -20.3644  -70.5007  10.60 6.6  MW  93 263 137.17
# 2014-04-02 16:13:26.700   7.8510  -82.3332  24.60 6.0  MW  92 308 135.12
# 2014-04-01 23:57:56.540 -19.9620  -71.0177  10.80 7.0  MW  91 264 137.58
# 2014-04-01 23:46:47.380 -19.6193  -70.7877  17.10 8.1  MW  91 265 137.30
# 2014-03-27 03:49:44.480 -12.1378  166.6228 109.70 6.0  MW  86  97 106.47
# 2014-03-26 03:29:36.500 -26.1642  179.2589 495.60 6.4  MW  85 108 121.69
# 2014-03-23 18:20:01.190 -19.7033  -70.7814  13.90 6.2  MW  82 265 137.31
# 2014-03-22 12:59:57.000 -19.8225  -70.9441   4.40 6.2  MW  81 264 137.48
# 2014-03-21 13:41:09.860   7.6804   94.2252  19.30 6.4  MW  80 111  32.83
# 2014-03-17 05:11:33.400 -20.0600  -70.8284   5.30 6.4  MW  76 264 137.42
# 2014-03-16 21:16:28.980 -19.9051  -70.6156   9.40 6.7  MW  75 264 137.19
# 2014-03-15 23:51:32.300  -5.6717  -80.9351  26.50 6.3  MW  74 290 141.92
# 2014-03-15 08:59:20.160 -14.1014  -76.3520  10.00 6.1  MW  74 275 141.09
# 2014-03-13 17:06:51.000  33.6222  131.8077  83.40 6.3  MW  72  63  60.51
# 2014-03-11 22:03:12.450  -3.1902  148.6003  16.30 6.1  MW  70  95  86.63
# 2014-03-11 02:44:06.280 -60.8439  -20.1181  10.00 6.4  MW  70 210 105.82
# 2014-03-10 17:33:29.920  -5.5380  147.9420 269.40 6.0  MW  69  97  86.90
# 2014-03-10 05:18:13.590  40.7235 -125.0869   6.10 6.9  MW  69   7 116.82
# 2014-03-05 09:56:58.660 -14.8350  169.8319 648.00 6.4  MW  64  98 110.30
# 2014-03-02 22:17:17.210  14.2440  -92.9925  33.10 6.0  MW  61 326 137.02
# 2014-03-02 20:11:22.710  27.4238  127.3279 118.90 6.5  MW  61  71  57.65
# 2014-03-02 09:37:54.760  12.5888  -87.7040  70.40 6.2  MW  61 318 135.33
# 2014-02-26 21:13:40.450  53.5668 -171.9271 271.20 6.1  MW  57  29  90.69
# 2014-02-18 09:27:14.830  14.5960  -58.9719  28.30 6.5  MW  49 298 112.81
# 2014-02-07 08:40:13.500 -15.0764  167.4164 124.60 6.5  MW  38  99 108.16
# 2014-02-03 03:08:46.330  38.2552   20.4368  14.50 6.0  MW  34 304  40.19
# 2014-02-02 09:26:36.630 -32.9594 -177.9203  32.60 6.4  MW  33 116 125.05
# 2014-02-01 03:58:45.700 -56.9339  -27.3456 142.90 6.2  MW  32 215 108.51
# 2014-01-26 13:55:43.330  38.1910   20.5070  13.80 6.1  MW  26 304  40.13
# 2014-01-25 05:14:20.520  -8.0446  109.2225  87.80 6.2  MW  25 119  53.85
# 2014-01-21 01:29:11.890 -15.2955 -175.0125  10.00 6.2  MW  21  94 124.41
# 2014-01-20 02:52:45.560 -40.6371  175.7893  32.90 6.3  MW  20 125 120.57
# 2014-01-13 04:01:04.530  18.9922  -66.8685  30.90 6.3  MW  13 307 116.51
# 2014-01-01 16:03:29.770 -13.8767  167.2723 194.80 6.5  MW   1  98 107.64
