-70.65192500 40.14213527 -76.42571344 47.39817620
-70.42735602 40.23338979 -76.21008020 47.48928662
-70.20211047 40.32421733 -75.99377122 47.57997055
-69.97618758 40.41461521 -75.77678511 47.67022531
-69.74958664 40.50458077 -75.55912051 47.76004826
-69.52230697 40.59411133 -75.34077612 47.84943670
-69.29434795 40.68320420 -75.12175069 47.93838796
-69.06570901 40.77185667 -74.90204299 48.02689935
-68.83638965 40.86006605 -74.68165185 48.11496817
-68.60638941 40.94782962 -74.46057616 48.20259171
-68.37570788 41.03514468 -74.23881484 48.28976728
-68.14434473 41.12200848 -74.01636685 48.37649214
-67.91229966 41.20841831 -73.79323123 48.46276357
-67.67957244 41.29437142 -73.56940705 48.54857885
-67.44616291 41.37986508 -73.34489342 48.63393524
-67.21207095 41.46489653 -73.11968954 48.71883000
-66.97729651 41.54946302 -72.89379463 48.80326038
-66.74183962 41.63356180 -72.66720797 48.88722362
-66.50570034 41.71719009 -72.43992890 48.97071698
-66.26887881 41.80034512 -72.21195682 49.05373768
-66.03137524 41.88302413 -71.98329118 49.13628296
-65.79318990 41.96522434 -71.75393150 49.21835005
-65.55432312 42.04694296 -71.52387733 49.29993618
-65.31477531 42.12817720 -71.29312832 49.38103856
-65.07454693 42.20892429 -71.06168414 49.46165441
-64.83363854 42.28918141 -70.82954455 49.54178095
-64.59205073 42.36894579 -70.59670937 49.62141538
-64.34978419 42.44821461 -70.36317847 49.70055493
-64.10683968 42.52698509 -70.12895179 49.77919678
-63.86321802 42.60525440 -69.89402935 49.85733814
-63.61892010 42.68301976 -69.65841120 49.93497623
-63.37394690 42.76027835 -69.42209750 50.01210823
-63.12829947 42.83702737 -69.18508846 50.08873135
-62.88197894 42.91326400 -68.94738435 50.16484278
-62.63498649 42.98898543 -68.70898552 50.24043972
-62.38732342 43.06418887 -68.46989238 50.31551938
-62.13899107 43.13887149 -68.23010544 50.39007893
-61.88999089 43.21303049 -67.98962526 50.46411560
-61.64032439 43.28666306 -67.74845247 50.53762657
-61.38999317 43.35976639 -67.50658778 50.61060904
-61.13899890 43.43233768 -67.26403198 50.68306021
-60.88734334 43.50437412 -67.02078595 50.75497729
-60.63502834 43.57587290 -66.77685061 50.82635748
-60.38205583 43.64683124 -66.53222700 50.89719799
-60.12842782 43.71724633 -66.28691620 50.96749603
-59.87414640 43.78711538 -66.04091939 51.03724881
-59.61921375 43.85643560 -65.79423785 51.10645355
-59.36363215 43.92520420 -65.54687290 51.17510748
-59.10740396 43.99341840 -65.29882598 51.24320781
-58.85053161 44.06107543 -65.05009858 51.31075177
