-74.63091128 49.12474066 -59.96232601 49.03334871
-74.61139593 48.97815870 -59.98603832 48.88675999
-74.59204292 48.83156965 -60.00956380 48.74016422
-74.57285057 48.68497359 -60.03290438 48.59356148
-74.55381725 48.53837058 -60.05606196 48.44695184
-74.53494134 48.39176071 -60.07903843 48.30033538
-74.51622124 48.24514405 -60.10183563 48.15371218
-74.49765537 48.09852067 -60.12445541 48.00708231
-74.47924220 47.95189065 -60.14689955 47.86044584
-74.46098018 47.80525407 -60.16916983 47.71380285
-74.44286781 47.65861098 -60.19126801 47.56715339
-74.42490360 47.51196147 -60.21319582 47.42049755
-74.40708609 47.36530559 -60.23495495 47.27383539
-74.38941383 47.21864343 -60.25654709 47.12716698
-74.37188539 47.07197504 -60.27797390 46.98049239
-74.35449936 46.92530049 -60.29923701 46.83381167
-74.33725435 46.77861985 -60.32033804 46.68712491
-74.32014901 46.63193318 -60.34127857 46.54043215
-74.30318197 46.48524055 -60.36206017 46.39373347
-74.28635190 46.33854201 -60.38268440 46.24702892
-74.26965749 46.19183764 -60.40315277 46.10031857
-74.25309745 46.04512749 -60.42346680 45.95360248
-74.23667049 45.89841162 -60.44362798 45.80688071
-74.22037535 45.75169009 -60.46363776 45.66015332
-74.20421078 45.60496297 -60.48349760 45.51342036
-74.18817556 45.45823030 -60.50320893 45.36668190
-74.17226848 45.31149215 -60.52277316 45.21993799
-74.15648833 45.16474857 -60.54219167 45.07318868
-74.14083394 45.01799962 -60.56146583 44.92643404
-74.12530414 44.87124535 -60.58059702 44.77967411
-74.10989778 44.72448582 -60.59958655 44.63290896
-74.09461373 44.57772109 -60.61843575 44.48613863
-74.07945087 44.43095120 -60.63714592 44.33936318
-74.06440809 44.28417620 -60.65571835 44.19258266
-74.04948430 44.13739616 -60.67415431 44.04579713
-74.03467842 43.99061112 -60.69245504 43.89900662
-74.01998939 43.84382113 -60.71062180 43.75221119
-74.00541616 43.69702624 -60.72865578 43.60541090
-73.99095770 43.55022649 -60.74655821 43.45860579
-73.97661297 43.40342195 -60.76433027 43.31179591
-73.96238098 43.25661266 -60.78197314 43.16498130
-73.94826072 43.10979866 -60.79948798 43.01816202
-73.93425122 42.96298000 -60.81687592 42.87133811
-73.92035149 42.81615673 -60.83413811 42.72450962
-73.90656058 42.66932889 -60.85127565 42.57767658
-73.89287754 42.52249653 -60.86828966 42.43083906
-73.87930144 42.37565969 -60.88518121 42.28399708
-73.86583135 42.22881842 -60.90195139 42.13715071
-73.85246636 42.08197276 -60.91860126 41.99029997
-73.83920557 41.93512276 -60.93513186 41.84344491
