-75.00 41.00
-75.00 41.50
-75.00 42.00
-75.00 42.50
-75.00 43.00
-75.00 43.50
-75.00 44.00
-75.00 44.50
-75.00 45.00
-75.00 45.50
-75.00 46.00
-75.00 46.50
-75.00 47.00
-75.00 47.50
-75.00 48.00
-75.00 48.50
-75.00 49.00
-75.00 49.50
-75.00 50.00
-74.25 41.00
-74.25 41.50
-74.25 42.00
-74.25 42.50
-74.25 43.00
-74.25 43.50
-74.25 44.00
-74.25 44.50
-74.25 45.00
-74.25 45.50
-74.25 46.00
-74.25 46.50
-74.25 47.00
-74.25 47.50
-74.25 48.00
-74.25 48.50
-74.25 49.00
-74.25 49.50
-74.25 50.00
-73.50 41.00
-73.50 41.50
-73.50 42.00
-73.50 42.50
-73.50 43.00
-73.50 43.50
-73.50 44.00
-73.50 44.50
-73.50 45.00
-73.50 45.50
-73.50 46.00
-73.50 46.50
-73.50 47.00
-73.50 47.50
-73.50 48.00
-73.50 48.50
-73.50 49.00
-73.50 49.50
-73.50 50.00
-72.75 41.00
-72.75 41.50
-72.75 42.00
-72.75 42.50
-72.75 43.00
-72.75 43.50
-72.75 44.00
-72.75 44.50
-72.75 45.00
-72.75 45.50
-72.75 46.00
-72.75 46.50
-72.75 47.00
-72.75 47.50
-72.75 48.00
-72.75 48.50
-72.75 49.00
-72.75 49.50
-72.75 50.00
-72.00 41.00
-72.00 41.50
-72.00 42.00
-72.00 42.50
-72.00 43.00
-72.00 43.50
-72.00 44.00
-72.00 44.50
-72.00 45.00
-72.00 45.50
-72.00 46.00
-72.00 46.50
-72.00 47.00
-72.00 47.50
-72.00 48.00
-72.00 48.50
-72.00 49.00
-72.00 49.50
-72.00 50.00
-71.25 41.00
-71.25 41.50
-71.25 42.00
-71.25 42.50
-71.25 43.00
-71.25 43.50
-71.25 44.00
-71.25 44.50
-71.25 45.00
-71.25 45.50
-71.25 46.00
-71.25 46.50
-71.25 47.00
-71.25 47.50
-71.25 48.00
-71.25 48.50
-71.25 49.00
-71.25 49.50
-71.25 50.00
-70.50 41.00
-70.50 41.50
-70.50 42.00
-70.50 42.50
-70.50 43.00
-70.50 43.50
-70.50 44.00
-70.50 44.50
-70.50 45.00
-70.50 45.50
-70.50 46.00
-70.50 46.50
-70.50 47.00
-70.50 47.50
-70.50 48.00
-70.50 48.50
-70.50 49.00
-70.50 49.50
-70.50 50.00
-69.75 41.00
-69.75 41.50
-69.75 42.00
-69.75 42.50
-69.75 43.00
-69.75 43.50
-69.75 44.00
-69.75 44.50
-69.75 45.00
-69.75 45.50
-69.75 46.00
-69.75 46.50
-69.75 47.00
-69.75 47.50
-69.75 48.00
-69.75 48.50
-69.75 49.00
-69.75 49.50
-69.75 50.00
-69.00 41.00
-69.00 41.50
-69.00 42.00
-69.00 42.50
-69.00 43.00
-69.00 43.50
-69.00 44.00
-69.00 44.50
-69.00 45.00
-69.00 45.50
-69.00 46.00
-69.00 46.50
-69.00 47.00
-69.00 47.50
-69.00 48.00
-69.00 48.50
-69.00 49.00
-69.00 49.50
-69.00 50.00
-68.25 41.00
-68.25 41.50
-68.25 42.00
-68.25 42.50
-68.25 43.00
-68.25 43.50
-68.25 44.00
-68.25 44.50
-68.25 45.00
-68.25 45.50
-68.25 46.00
-68.25 46.50
-68.25 47.00
-68.25 47.50
-68.25 48.00
-68.25 48.50
-68.25 49.00
-68.25 49.50
-68.25 50.00
-67.50 41.00
-67.50 41.50
-67.50 42.00
-67.50 42.50
-67.50 43.00
-67.50 43.50
-67.50 44.00
-67.50 44.50
-67.50 45.00
-67.50 45.50
-67.50 46.00
-67.50 46.50
-67.50 47.00
-67.50 47.50
-67.50 48.00
-67.50 48.50
-67.50 49.00
-67.50 49.50
-67.50 50.00
-66.75 41.00
-66.75 41.50
-66.75 42.00
-66.75 42.50
-66.75 43.00
-66.75 43.50
-66.75 44.00
-66.75 44.50
-66.75 45.00
-66.75 45.50
-66.75 46.00
-66.75 46.50
-66.75 47.00
-66.75 47.50
-66.75 48.00
-66.75 48.50
-66.75 49.00
-66.75 49.50
-66.75 50.00
-66.00 41.00
-66.00 41.50
-66.00 42.00
-66.00 42.50
-66.00 43.00
-66.00 43.50
-66.00 44.00
-66.00 44.50
-66.00 45.00
-66.00 45.50
-66.00 46.00
-66.00 46.50
-66.00 47.00
-66.00 47.50
-66.00 48.00
-66.00 48.50
-66.00 49.00
-66.00 49.50
-66.00 50.00
-65.25 41.00
-65.25 41.50
-65.25 42.00
-65.25 42.50
-65.25 43.00
-65.25 43.50
-65.25 44.00
-65.25 44.50
-65.25 45.00
-65.25 45.50
-65.25 46.00
-65.25 46.50
-65.25 47.00
-65.25 47.50
-65.25 48.00
-65.25 48.50
-65.25 49.00
-65.25 49.50
-65.25 50.00
-64.50 41.00
-64.50 41.50
-64.50 42.00
-64.50 42.50
-64.50 43.00
-64.50 43.50
-64.50 44.00
-64.50 44.50
-64.50 45.00
-64.50 45.50
-64.50 46.00
-64.50 46.50
-64.50 47.00
-64.50 47.50
-64.50 48.00
-64.50 48.50
-64.50 49.00
-64.50 49.50
-64.50 50.00
-63.75 41.00
-63.75 41.50
-63.75 42.00
-63.75 42.50
-63.75 43.00
-63.75 43.50
-63.75 44.00
-63.75 44.50
-63.75 45.00
-63.75 45.50
-63.75 46.00
-63.75 46.50
-63.75 47.00
-63.75 47.50
-63.75 48.00
-63.75 48.50
-63.75 49.00
-63.75 49.50
-63.75 50.00
-63.00 41.00
-63.00 41.50
-63.00 42.00
-63.00 42.50
-63.00 43.00
-63.00 43.50
-63.00 44.00
-63.00 44.50
-63.00 45.00
-63.00 45.50
-63.00 46.00
-63.00 46.50
-63.00 47.00
-63.00 47.50
-63.00 48.00
-63.00 48.50
-63.00 49.00
-63.00 49.50
-63.00 50.00
-62.25 41.00
-62.25 41.50
-62.25 42.00
-62.25 42.50
-62.25 43.00
-62.25 43.50
-62.25 44.00
-62.25 44.50
-62.25 45.00
-62.25 45.50
-62.25 46.00
-62.25 46.50
-62.25 47.00
-62.25 47.50
-62.25 48.00
-62.25 48.50
-62.25 49.00
-62.25 49.50
-62.25 50.00
-61.50 41.00
-61.50 41.50
-61.50 42.00
-61.50 42.50
-61.50 43.00
-61.50 43.50
-61.50 44.00
-61.50 44.50
-61.50 45.00
-61.50 45.50
-61.50 46.00
-61.50 46.50
-61.50 47.00
-61.50 47.50
-61.50 48.00
-61.50 48.50
-61.50 49.00
-61.50 49.50
-61.50 50.00
-60.75 41.00
-60.75 41.50
-60.75 42.00
-60.75 42.50
-60.75 43.00
-60.75 43.50
-60.75 44.00
-60.75 44.50
-60.75 45.00
-60.75 45.50
-60.75 46.00
-60.75 46.50
-60.75 47.00
-60.75 47.50
-60.75 48.00
-60.75 48.50
-60.75 49.00
-60.75 49.50
-60.75 50.00
-60.00 41.00
-60.00 41.50
-60.00 42.00
-60.00 42.50
-60.00 43.00
-60.00 43.50
-60.00 44.00
-60.00 44.50
-60.00 45.00
-60.00 45.50
-60.00 46.00
-60.00 46.50
-60.00 47.00
-60.00 47.50
-60.00 48.00
-60.00 48.50
-60.00 49.00
-60.00 49.50
-60.00 50.00
-59.25 41.00
-59.25 41.50
-59.25 42.00
-59.25 42.50
-59.25 43.00
-59.25 43.50
-59.25 44.00
-59.25 44.50
-59.25 45.00
-59.25 45.50
-59.25 46.00
-59.25 46.50
-59.25 47.00
-59.25 47.50
-59.25 48.00
-59.25 48.50
-59.25 49.00
-59.25 49.50
-59.25 50.00
-58.50 41.00
-58.50 41.50
-58.50 42.00
-58.50 42.50
-58.50 43.00
-58.50 43.50
-58.50 44.00
-58.50 44.50
-58.50 45.00
-58.50 45.50
-58.50 46.00
-58.50 46.50
-58.50 47.00
-58.50 47.50
-58.50 48.00
-58.50 48.50
-58.50 49.00
-58.50 49.50
-58.50 50.00
-57.75 41.00
-57.75 41.50
-57.75 42.00
-57.75 42.50
-57.75 43.00
-57.75 43.50
-57.75 44.00
-57.75 44.50
-57.75 45.00
-57.75 45.50
-57.75 46.00
-57.75 46.50
-57.75 47.00
-57.75 47.50
-57.75 48.00
-57.75 48.50
-57.75 49.00
-57.75 49.50
-57.75 50.00
-57.00 41.00
-57.00 41.50
-57.00 42.00
-57.00 42.50
-57.00 43.00
-57.00 43.50
-57.00 44.00
-57.00 44.50
-57.00 45.00
-57.00 45.50
-57.00 46.00
-57.00 46.50
-57.00 47.00
-57.00 47.50
-57.00 48.00
-57.00 48.50
-57.00 49.00
-57.00 49.50
-57.00 50.00
